PMID,CONSORT_item,is_reported
12005088,10,N
12005088,11a,N
12005088,11b,N
12005088,12a,Y
12005088,12b,Y
12006119,3a,N
12006119,3b,N
12006119,4a,Y
12006119,4b,N
12006119,5,Y
12006119,6a,Y
12006119,6b,N
12006119,7a,N
12006119,7b,N
12006119,8a,Y
12006119,8b,N
12006119,9,N
12006119,10,Y
12006119,11a,N
12006119,11b,N
12006119,12a,Y
12006119,12b,N
12006122,3a,Y
12006122,3b,N
12006122,4a,Y
12006122,4b,N
12006122,5,Y
12006122,6a,Y
12006122,6b,N
12006122,7a,Y
12006122,7b,N
12006122,8a,N
12006122,8b,N
12006122,9,N
12006122,10,N
12006122,11a,N
12006122,11b,Y
12006122,12a,N
12006122,12b,N
12006142,3a,Y
12006142,3b,N
12006142,4a,N
12006142,4b,N
12006142,5,Y
12006142,6a,Y
12006142,6b,N
12006142,7a,Y
12006142,7b,N
12006142,8a,N
12006142,8b,N
12006142,9,N
12006142,10,N
12006142,11a,N
12006142,11b,Y
12006142,12a,Y
12006142,12b,N
12006145,3a,N
12006145,3b,N
12006145,4a,N
12006145,4b,N
12006145,5,Y
12006145,6a,Y
12006145,6b,N
12006145,7a,Y
12006145,7b,N
12006145,8a,N
12006145,8b,N
12006145,9,Y
12006145,10,N
12006145,11a,N
12006145,11b,N
12006145,12a,Y
12006145,12b,N
12006146,3a,N
12006146,3b,N
12006146,4a,Y
12006146,4b,Y
12006146,5,Y
12006146,6a,Y
12006146,6b,N
12006146,7a,N
12006146,7b,N
12006146,8a,Y
12006146,8b,N
12006146,9,N
12006146,10,N
12006146,11a,N
12006146,11b,Y
12006146,12a,Y
12006146,12b,N
12006162,3a,Y
12006162,3b,N
12006162,4a,Y
12006162,4b,N
12006162,5,Y
12006162,6a,Y
12006162,6b,N
12006162,7a,Y
12006162,7b,N
12006162,8a,N
12006162,8b,N
12006162,9,Y
12006162,10,Y
12006162,11a,N
12006162,11b,Y
12006162,12a,Y
12006162,12b,N
12006323,3a,N
12006323,3b,N
12006323,4a,Y
12006323,4b,N
12006323,5,Y
12006323,6a,Y
12006323,6b,N
12006323,7a,N
12006323,7b,N
12006323,8a,N
12006323,8b,Y
12006323,9,N
12006323,10,N
12006323,11a,N
12006323,11b,N
12006323,12a,Y
12006323,12b,Y
12006327,3a,N
12006327,3b,N
12006327,4a,Y
12006327,4b,N
12006327,5,N
12006327,6a,Y
12006327,6b,N
12006327,7a,N
12006327,7b,N
12006327,8a,N
12006327,8b,N
12006327,9,N
12006327,10,N
12006327,11a,N
12006327,11b,N
12006327,12a,Y
12006327,12b,N
12006419,3a,Y
12006419,3b,N
12006419,4a,Y
12006419,4b,N
12006419,5,Y
12006419,6a,Y
12006419,6b,N
12006419,7a,N
12006419,7b,N
12006419,8a,N
12006419,8b,N
12006419,9,N
12006419,10,N
12006419,11a,Y
12006419,11b,N
12006419,12a,Y
12006419,12b,N
12006420,3a,Y
12006420,3b,N
12006420,4a,Y
12006420,4b,N
12006420,5,Y
12006420,6a,Y
12006420,6b,N
12006420,7a,Y
12006420,7b,N
12006420,8a,N
12006420,8b,N
12006420,9,N
12006420,10,N
12006420,11a,Y
12006420,11b,Y
12006420,12a,Y
12006420,12b,N
12006443,3a,N
12006443,3b,N
12006443,4a,Y
12006443,4b,N
12006443,5,Y
12006443,6a,Y
12006443,6b,N
12006443,7a,N
12006443,7b,N
12006443,8a,N
12006443,8b,N
12006443,9,N
12006443,10,N
12006443,11a,N
12006443,11b,N
12006443,12a,Y
12006443,12b,N
12006715,3a,Y
12006715,3b,N
12006715,4a,Y
12006715,4b,N
12006715,5,Y
12006715,6a,Y
12006715,6b,N
12006715,7a,N
12006715,7b,N
12006715,8a,N
12006715,8b,N
12006715,9,N
12006715,10,N
12006715,11a,N
12006715,11b,N
12006715,12a,Y
12006715,12b,N
12006716,3a,N
12006716,3b,N
12006716,4a,Y
12006716,4b,N
12006716,5,Y
12006716,6a,Y
12006716,6b,N
12006716,7a,N
12006716,7b,N
12006716,8a,N
12006716,8b,N
12006716,9,N
12006716,10,N
12006716,11a,N
12006716,11b,N
12006716,12a,Y
12006716,12b,N
12006794,3a,N
12006794,3b,N
12006794,4a,Y
12006794,4b,N
12006794,5,Y
12006794,6a,Y
12006794,6b,N
12006794,7a,N
12006794,7b,N
12006794,8a,N
12006794,8b,N
12006794,9,N
12006794,10,N
12006794,11a,N
12006794,11b,N
12006794,12a,Y
12006794,12b,N
12006897,3a,N
12006897,3b,N
12006897,4a,Y
12006897,4b,N
12006897,5,Y
12006897,6a,Y
12006897,6b,N
12006897,7a,N
12006897,7b,N
12006897,8a,N
12006897,8b,N
12006897,9,N
12006897,10,N
12006897,11a,N
12006897,11b,N
12006897,12a,Y
12006897,12b,N
12006898,3a,Y
12006898,3b,Y
12006898,4a,Y
12006898,4b,N
12006898,5,Y
12006898,6a,Y
12006898,6b,N
12006898,7a,N
12006898,7b,N
12006898,8a,N
12006898,8b,N
12006898,9,Y
12006898,10,N
12006898,11a,N
12006898,11b,N
12006898,12a,Y
12006898,12b,N
12006900,3a,N
12006900,3b,N
12006900,4a,N
12006900,4b,N
12006900,5,Y
12006900,6a,Y
12006900,6b,N
12006900,7a,N
12006900,7b,N
12006900,8a,N
12006900,8b,N
12006900,9,Y
12006900,10,N
12006900,11a,N
12006900,11b,N
12006900,12a,Y
12006900,12b,N
12006901,3a,N
12006901,3b,N
12006901,4a,Y
12006901,4b,N
12006901,5,Y
12006901,6a,Y
12006901,6b,N
12006901,7a,N
12006901,7b,N
12006901,8a,N
12006901,8b,N
12006901,9,N
12006901,10,N
12006901,11a,Y
12006901,11b,Y
12006901,12a,Y
12006901,12b,Y
12006904,3a,N
12006904,3b,N
12006904,4a,Y
12006904,4b,N
12006904,5,Y
12006904,6a,Y
12006904,6b,N
12006904,7a,N
12006904,7b,N
12006904,8a,N
12006904,8b,N
12006904,9,N
12006904,10,N
12006904,11a,N
12006904,11b,N
12006904,12a,Y
12006904,12b,N
12006956,3a,N
12006956,3b,N
12006956,4a,Y
12006956,4b,N
12006956,5,Y
12006956,6a,Y
12006956,6b,N
12006956,7a,Y
12006956,7b,N
12006956,8a,N
12006956,8b,N
12006956,9,N
12006956,10,N
12006956,11a,N
12006956,11b,Y
12006956,12a,Y
12006956,12b,N
12006958,3a,Y
12006958,3b,N
12006958,4a,Y
12006958,4b,N
12006958,5,Y
12006958,6a,Y
12006958,6b,N
12006958,7a,N
12006958,7b,N
